id,created_at,text
1240337819999985664,2020-03-18 18:02:35,"b""RT @nothings: Finally announced, the PS5 has RAD's Kraken decompressor (from Oodle) implemented in hardware, able to decode 5 GB/s data. (T\xe2\x80\xa6"""
1240337177403215872,2020-03-18 18:00:02,b'@ZestyCrabLegs Can you explain why you think I was doing that? Because I don\xe2\x80\x99t think I was doing that.'
1240326618230353920,2020-03-18 17:18:04,"b'@matt_levine For a large fund, it seems like a pretty good strategy to ensure that every company in the portfolio h\xe2\x80\xa6 https://t.co/Yz0q18S2qE'"
1240149956276752385,2020-03-18 05:36:05,"b'You know what, there is too much virus stuff on the internet, I am not going to post any.'"
1240100516132032513,2020-03-18 02:19:37,b'RT @EricRWeinstein: Bluntly: why are you our experts?\n\nThis is a difficult thought: Maybe you aren\xe2\x80\x99t. Maybe you were supposed to be doing j\xe2\x80\xa6'
1239987086339362820,2020-03-17 18:48:53,"b'RT @starsandrobots: Announcing the startup I have been working on, @ThereCraft__ today for the first time: https://t.co/uMWmNAdKcV'"
1239941832944922625,2020-03-17 15:49:04,"b'@_joetdc @awesomehottakes @EricRWeinstein So I think the right move is to start wondering, okay, what is bad about\xe2\x80\xa6 https://t.co/3VgW11WcM1'"
1239940174819270657,2020-03-17 15:42:29,"b'@_joetdc @awesomehottakes @EricRWeinstein Because China showed a high ability to build out infrastructure, for exam\xe2\x80\xa6 https://t.co/8yWebPYdzo'"
1239782001676177408,2020-03-17 05:13:57,"b'@awesomehottakes @EricRWeinstein Dude I filled my closet with MREs in the first week of February, so, you may want\xe2\x80\xa6 https://t.co/ZAuQ8ohLXz'"
1239753788417687553,2020-03-17 03:21:51,b'@EricRWeinstein that really makes this make sense. The statistics e.g. fatality rate are roughly the same today as\xe2\x80\xa6 https://t.co/5ntyJqNVx8'
1239753457407373313,2020-03-17 03:20:32,b'@EricRWeinstein China is the country that knowingly lets public health deteriorate due to world-class air pollution\xe2\x80\xa6 https://t.co/mC6D4s1Vgp'
1239753194005098496,2020-03-17 03:19:29,"b'@EricRWeinstein When China was taking drastic steps in Wuhan, and people here were saying ""it\'s not that much worse\xe2\x80\xa6 https://t.co/J75UKZyuVG'"
1239731890401079297,2020-03-17 01:54:50,"b""@Ivan_Braidi @webdevMason It's quite possible. When I do it, I see a bunch of results."""
1239730569749000192,2020-03-17 01:49:35,b'@louisgjohnson Could happen!'
1239727431029641216,2020-03-17 01:37:07,b'@Ivan_Braidi @webdevMason If you search for MRE on Amazon you will see some civilian products as well as military r\xe2\x80\xa6 https://t.co/SkdGM5yLMP'
1239714066299416580,2020-03-17 00:44:00,b'@Ivan_Braidi @webdevMason Most countries have their own versions...'
1239703481595727874,2020-03-17 00:01:57,"b'@webdevMason I had a beef taco MRE as a test; it was not bad, considering.'"
1239703008444735489,2020-03-17 00:00:04,b'@micsolana @webdevMason I remember those crappy TV infomercials that all said \xe2\x80\x9cwait 6-8 weeks for delivery\xe2\x80\x9d... it\xe2\x80\x99s\xe2\x80\xa6 https://t.co/SLVwScoCDj'
1239666909554987008,2020-03-16 21:36:37,b'@webdevMason I\xe2\x80\x99ll see your stash and raise you https://t.co/zCMsmvEmhi'
1239575538412339200,2020-03-16 15:33:33,"b""@DavidJesudason Sure, you can drop me a DM, but ... I didn't play Myst when it first came out, just a little while\xe2\x80\xa6 https://t.co/PjG7zCuxRn"""
1239575304512798726,2020-03-16 15:32:37,b'@ThatcherUlrich @uberfeminist And I would be fine with this if there were institutional honesty about what they wer\xe2\x80\xa6 https://t.co/rDpSOgtVrc'
1239574763481075712,2020-03-16 15:30:28,"b'@teaamoeller So saying ""we can\'t do that many tests right now"" is ... kind of irrelevant to the point, and shows an\xe2\x80\xa6 https://t.co/3n3dsNLVlR'"
1239574623718522885,2020-03-16 15:29:55,"b'@teaamoeller See, the thing about Manhattan Projects is that the whole point of them is so that you can do the thin\xe2\x80\xa6 https://t.co/cIB94tGvo1'"
1239572908587905025,2020-03-16 15:23:06,"b'RT @Noahpinion: A lot of people are calling me up and asking about the impact of coronavirus. When I tell them my predictions, they say ""Bu\xe2\x80\xa6'"
1239418159662116865,2020-03-16 05:08:11,"b'@teaamoeller Why is there not enough capacity? South Korea is doing fine, and the USA is ostensibly a much richer c\xe2\x80\xa6 https://t.co/eBrJimwilu'"
1239415449986584577,2020-03-16 04:57:25,b'@teaamoeller I am not sure what your question is. How is it not obviously actionable?'
1239415274282954752,2020-03-16 04:56:43,"b""@TylerGlaiel If you know ahead of time your policy will be to not test a lot of people, you won't think it's very i\xe2\x80\xa6 https://t.co/ybEtx8Puow"""
1239404957779906560,2020-03-16 04:15:43,"b'They key is to present accurate reasoning behind why the lie is told, e.g. why the people telling the lie think it\xe2\x80\xa6 https://t.co/CLADtB2ouE'"
1239404730394112001,2020-03-16 04:14:49,b'of essays curated from select people who have inside knowledge.'
1239404501775167488,2020-03-16 04:13:54,"b'P.S. I think it would be a really good book to put together a collection of all these institutional lies, with the\xe2\x80\xa6 https://t.co/zrtMKIchv7'"
1239402815153254400,2020-03-16 04:07:12,"b'And you have to remember why you are making this decision not to test that much, and reverse that decision when the\xe2\x80\xa6 https://t.co/V8wJWhomow'"
1239402435707207680,2020-03-16 04:05:42,"b'Or, even more honestly, ""doctors make mistakes and if the number of people we maim or kill is higher than the numbe\xe2\x80\xa6 https://t.co/R1T3GVoYeq'"
1239401432198991872,2020-03-16 04:01:43,"b""@derenrich @Conanbatt Dude it is obvious to everyone that our medical establishment is deeply screwed up. I wouldn'\xe2\x80\xa6 https://t.co/Xjk0XPFl8V"""
1239398925137674240,2020-03-16 03:51:45,b'@derenrich @Conanbatt false consequences have bad consequences *when they are naively assumed to be true positives*\xe2\x80\xa6 https://t.co/WfDnXoH8wb'
1239398127473328128,2020-03-16 03:48:35,b'@Conanbatt stewarding society as successfully as they are supposed to (and that they need to). So the bullshit just\xe2\x80\xa6 https://t.co/bfZVrJaacZ'
1239397820508987393,2020-03-16 03:47:21,"b""@Conanbatt But the problem is that people who actual have open minds, and think about these things, can see it's bu\xe2\x80\xa6 https://t.co/nsnfnGP60T"""
1239397642536275971,2020-03-16 03:46:39,"b""@Conanbatt But the actual people making these decisions don't say these things because they don't want the public t\xe2\x80\xa6 https://t.co/a84DxGZlaA"""
1239397392450912258,2020-03-16 03:45:39,"b'@Conanbatt The real reasons, apart from the one I already talked about, are stuff like ""we might screw up and accid\xe2\x80\xa6 https://t.co/DMqeg14kbq'"
1239396657797558272,2020-03-16 03:42:44,"b""@Conanbatt These are just bullshit explanations. The real reasons are not given, because people wouldn't like them."""
1239396397515857920,2020-03-16 03:41:42,"b'@Conanbatt What if I get a blood test and then an alien comes down from outer space and says ""Aha, I have put a bac\xe2\x80\xa6 https://t.co/kKZaXL0w0r'"
1239396121597718529,2020-03-16 03:40:36,b'@Conanbatt And the ironic thing is that there is a case here that is isomorphic to the false positive thing ... the\xe2\x80\xa6 https://t.co/BJj4LAslZN'
1239395917125414912,2020-03-16 03:39:48,"b'@Conanbatt Oh please. If this were a real explanation, regular check-ups would not be a thing. My doctors want to t\xe2\x80\xa6 https://t.co/wOdOED9jRt'"
1239395395492401152,2020-03-16 03:37:43,"b'@Conanbatt And, btw, as I mentioned in further tweets, I am pretty sure these explanations are disingenuous anyway,\xe2\x80\xa6 https://t.co/LWeqE0xCxO'"
1239395178013573120,2020-03-16 03:36:51,b'@Conanbatt The countries that have successfully dealt with the virus so far are the ones that do *not* follow this\xe2\x80\xa6 https://t.co/LWisyODLfE'
1239391925368578048,2020-03-16 03:23:56,"b""physicians, they think they know the right answer, they won't question it. After all, they heard it from the best!"""
1239391803729522689,2020-03-16 03:23:27,"b'if we say this to your face.) The problem is, when you teach your future doctors the lie, and then a time like now\xe2\x80\xa6 https://t.co/wz7oavN6tC'"
1239391367500947457,2020-03-16 03:21:43,b'because we have patronizingly decided that the discomfort and worry involved with testing is more of a negative tha\xe2\x80\xa6 https://t.co/vgoRZ60TBX'
1239391011685588992,2020-03-16 03:20:18,b'This looks to me like one of those cases of professional deceit that @EricRWeinstein discusses. The lie given to th\xe2\x80\xa6 https://t.co/3N9xF5D832'
1239390085969113089,2020-03-16 03:16:37,"b'@Conanbatt If the real motivation is ""we don\'t want to subject people to a huge battery of tests,"" then I wish peop\xe2\x80\xa6 https://t.co/DlXKANmuHq'"
1239389539962990594,2020-03-16 03:14:27,b'@Conanbatt I think a good way to help people in this case is to stop the spread of the disease.'
1239388233739296768,2020-03-16 03:09:16,"b""@TauTeFox It's the #1 problem and I think both political parties could agree on it, and it would make a lot of things better."""
